time,Pressure (torr)
2019-07-05 11:17:47.120578,97.239454
2019-07-05 11:17:49.280572,96.15806599999999
2019-07-05 11:17:51.444239,96.15806599999999
2019-07-05 11:17:53.614238,97.239454
2019-07-05 11:17:55.774236,97.239454
2019-07-05 11:17:57.934238,98.21270319999999
2019-07-05 11:18:00.094205,97.239454
2019-07-05 11:18:02.254230,97.239454
2019-07-05 11:18:04.418641,98.21270319999999
2019-07-05 11:18:06.578670,97.239454
2019-07-05 11:18:08.738664,97.239454
2019-07-05 11:18:10.898661,97.239454
2019-07-05 11:18:13.058632,97.239454
2019-07-05 11:18:15.218652,97.239454
2019-07-05 11:18:17.378655,97.239454
2019-07-05 11:18:19.548662,97.239454
2019-07-05 11:18:21.708651,97.239454
2019-07-05 11:18:23.868649,97.239454
2019-07-05 11:18:26.028647,97.239454
2019-07-05 11:18:28.188645,97.239454
2019-07-05 11:18:30.348643,97.239454
2019-07-05 11:18:32.508635,97.239454
2019-07-05 11:18:34.678640,98.21270319999999
2019-07-05 11:18:36.838636,98.21270319999999
2019-07-05 11:18:39.008635,99.2940912
2019-07-05 11:18:41.168605,96.15806599999999
2019-07-05 11:18:43.328604,98.21270319999999
2019-07-05 11:18:45.488600,97.239454
2019-07-05 11:18:47.648625,97.239454
2019-07-05 11:18:49.808626,98.21270319999999
2019-07-05 11:18:51.968627,97.239454
2019-07-05 11:18:54.128592,98.21270319999999
2019-07-05 11:18:56.288622,98.21270319999999
2019-07-05 11:18:58.448616,97.239454
2019-07-05 11:19:00.608587,97.239454
2019-07-05 11:19:02.768585,98.21270319999999
2019-07-05 11:19:04.929749,97.239454
2019-07-05 11:19:07.089747,98.21270319999999
2019-07-05 11:19:09.249745,98.21270319999999
2019-07-05 11:19:11.409743,98.21270319999999
2019-07-05 11:19:13.569714,97.239454
2019-07-05 11:19:15.729744,98.21270319999999
2019-07-05 11:19:17.889737,98.21270319999999
2019-07-05 11:19:20.049740,98.21270319999999
2019-07-05 11:19:22.219734,98.21270319999999
2019-07-05 11:19:24.379737,98.21270319999999
2019-07-05 11:19:26.549702,98.21270319999999
2019-07-05 11:19:28.709720,98.21270319999999
2019-07-05 11:19:30.869698,99.2940912
2019-07-05 11:19:33.029726,98.21270319999999
2019-07-05 11:19:35.189692,98.21270319999999
2019-07-05 11:19:37.349724,98.21270319999999
2019-07-05 11:19:39.509721,98.21270319999999
2019-07-05 11:19:41.679714,98.21270319999999
2019-07-05 11:19:43.839712,99.2940912
2019-07-05 11:19:45.999709,99.2940912
2019-07-05 11:19:48.159713,98.21270319999999
2019-07-05 11:19:50.319710,98.21270319999999
2019-07-05 11:19:52.479703,98.21270319999999
2019-07-05 11:19:54.649702,99.2940912
2019-07-05 11:19:56.819699,98.21270319999999
2019-07-05 11:19:58.989670,98.21270319999999
2019-07-05 11:20:01.161646,98.21270319999999
2019-07-05 11:20:03.321614,98.21270319999999
2019-07-05 11:20:05.481640,98.21270319999999
2019-07-05 11:20:07.641610,98.21270319999999
2019-07-05 11:20:09.801638,99.2940912
2019-07-05 11:20:11.961632,98.21270319999999
2019-07-05 11:20:14.121631,98.21270319999999
2019-07-05 11:20:16.281603,98.21270319999999
2019-07-05 11:20:18.441630,98.21270319999999
2019-07-05 11:20:20.611630,99.2940912
2019-07-05 11:20:22.771629,99.2940912
2019-07-05 11:20:24.931622,98.21270319999999
2019-07-05 11:20:27.091593,98.21270319999999
2019-07-05 11:20:29.257040,99.2940912
2019-07-05 11:20:31.417017,98.21270319999999
2019-07-05 11:20:33.577042,98.21270319999999
2019-07-05 11:20:35.737040,98.21270319999999
2019-07-05 11:20:37.897012,98.21270319999999
2019-07-05 11:20:40.057040,100.37547919999999
2019-07-05 11:20:42.217006,98.21270319999999
2019-07-05 11:20:44.374563,99.2940912
2019-07-05 11:20:46.549727,99.2940912
2019-07-05 11:20:48.719724,99.2940912
2019-07-05 11:20:50.879729,98.21270319999999
2019-07-05 11:20:53.039694,98.21270319999999
2019-07-05 11:20:55.199692,99.2940912
2019-07-05 11:20:57.359722,99.2940912
2019-07-05 11:20:59.519687,99.2940912
2019-07-05 11:21:01.679712,98.21270319999999
2019-07-05 11:21:03.839709,98.21270319999999
2019-07-05 11:21:06.009708,100.37547919999999
2019-07-05 11:21:08.169706,98.21270319999999
2019-07-05 11:21:10.329711,99.2940912
2019-07-05 11:21:12.489701,98.21270319999999
2019-07-05 11:21:14.649699,98.21270319999999
2019-07-05 11:21:16.809705,99.2940912
2019-07-05 11:21:18.969695,98.21270319999999
2019-07-05 11:21:21.129693,96.15806599999999
2019-07-05 11:21:23.299697,98.21270319999999
2019-07-05 11:21:25.469690,99.2940912
2019-07-05 11:21:27.630535,98.21270319999999
