time,Probe Temp (k)
2019-08-19 17:51:20.795993,298.6526294966135
2019-08-19 17:51:21.863698,298.6526294966135
2019-08-19 17:51:22.936724,298.6526294966135
2019-08-19 17:51:24.006738,298.6526294966135
2019-08-19 17:51:25.079199,298.6526294966135
2019-08-19 17:51:26.151491,298.6526294966135
2019-08-19 17:51:27.220425,298.6526294966135
2019-08-19 17:51:28.290282,298.6526294966135
2019-08-19 17:51:29.361548,298.6526294966135
2019-08-19 17:51:30.432267,298.6526294966135
2019-08-19 17:51:31.503621,298.6526294966135
2019-08-19 17:51:32.574882,299.9289221425727
2019-08-19 17:51:33.644733,298.6526294966135
2019-08-19 17:51:34.722202,299.9289221425727
2019-08-19 17:51:35.253606,298.6526294966135
2019-08-19 17:51:35.788873,298.6526294966135
2019-08-19 17:51:36.321066,298.6526294966135
2019-08-19 17:51:36.856376,298.6526294966135
2019-08-19 17:51:37.390730,298.6526294966135
2019-08-19 17:51:37.928107,298.6526294966135
2019-08-19 17:51:38.464522,298.6526294966135
2019-08-19 17:51:39.000963,299.9289221425727
2019-08-19 17:51:39.535430,298.6526294966135
2019-08-19 17:51:40.075583,299.9289221425727
2019-08-19 17:51:40.611587,298.6526294966135
2019-08-19 17:51:41.147242,299.9289221425727
2019-08-19 17:51:41.684593,298.6526294966135
2019-08-19 17:51:42.219208,299.9289221425727
2019-08-19 17:51:42.755294,298.6526294966135
2019-08-19 17:51:43.290146,299.9289221425727
2019-08-19 17:51:43.825636,298.6526294966135
2019-08-19 17:51:44.362166,298.6526294966135
2019-08-19 17:51:44.897833,298.6526294966135
2019-08-19 17:51:45.433239,298.6526294966135
2019-08-19 17:51:45.968597,299.9289221425727
2019-08-19 17:51:46.505396,298.6526294966135
2019-08-19 17:51:47.039592,299.9289221425727
2019-08-19 17:51:47.575303,298.6526294966135
2019-08-19 17:51:48.108897,298.6526294966135
2019-08-19 17:51:48.646272,298.6526294966135
2019-08-19 17:51:49.181819,298.6526294966135
2019-08-19 17:51:49.718755,299.9289221425727
2019-08-19 17:51:50.254215,298.6526294966135
2019-08-19 17:51:50.791047,299.9289221425727
2019-08-19 17:51:51.326055,298.6526294966135
2019-08-19 17:51:51.863723,298.6526294966135
2019-08-19 17:51:52.397304,298.6526294966135
2019-08-19 17:51:52.932595,298.6526294966135
2019-08-19 17:51:53.468876,298.6526294966135
2019-08-19 17:51:54.003797,298.6526294966135
2019-08-19 17:51:54.538829,299.9289221425727
2019-08-19 17:51:55.078829,298.6526294966135
2019-08-19 17:51:55.617279,299.9289221425727
2019-08-19 17:51:56.155714,298.6526294966135
2019-08-19 17:51:56.687429,299.9289221425727
2019-08-19 17:51:57.228643,298.6526294966135
2019-08-19 17:51:57.763478,299.9289221425727
2019-08-19 17:51:58.301211,299.9289221425727
2019-08-19 17:51:58.835123,299.9289221425727
2019-08-19 17:51:59.370617,298.6526294966135
2019-08-19 17:51:59.910447,298.6526294966135
2019-08-19 17:52:00.452305,299.9289221425727
2019-08-19 17:52:00.988920,299.9289221425727
2019-08-19 17:52:01.524274,298.6526294966135
2019-08-19 17:52:02.060817,298.6526294966135
2019-08-19 17:52:02.597194,298.6526294966135
2019-08-19 17:52:03.130570,298.6526294966135
2019-08-19 17:52:03.673181,298.6526294966135
2019-08-19 17:52:04.208210,298.6526294966135
2019-08-19 17:52:04.744962,298.6526294966135
2019-08-19 17:52:05.280957,298.6526294966135
2019-08-19 17:52:05.816530,298.6526294966135
2019-08-19 17:52:06.351779,298.6526294966135
2019-08-19 17:52:06.888028,298.6526294966135
2019-08-19 17:52:07.422841,299.9289221425727
2019-08-19 17:52:07.959198,299.9289221425727
2019-08-19 17:52:08.493732,299.9289221425727
2019-08-19 17:52:09.030298,297.45195492337035
2019-08-19 17:52:09.565037,298.6526294966135
2019-08-19 17:52:10.099477,299.9289221425727
2019-08-19 17:52:10.639622,298.6526294966135
2019-08-19 17:52:11.175429,298.6526294966135
2019-08-19 17:52:11.711778,298.6526294966135
2019-08-19 17:52:12.247560,298.6526294966135
2019-08-19 17:52:12.784115,298.6526294966135
2019-08-19 17:52:13.318169,298.6526294966135
2019-08-19 17:52:13.850356,298.6526294966135
2019-08-19 17:52:14.386919,299.9289221425727
2019-08-19 17:52:14.924059,298.6526294966135
2019-08-19 17:52:15.458625,298.6526294966135
2019-08-19 17:52:15.995371,298.6526294966135
2019-08-19 17:52:16.530208,299.9289221425727
2019-08-19 17:52:17.066669,299.9289221425727
2019-08-19 17:52:17.601029,298.6526294966135
2019-08-19 17:52:18.143955,298.6526294966135
2019-08-19 17:52:18.680981,298.6526294966135
2019-08-19 17:52:19.215481,298.6526294966135
2019-08-19 17:52:19.750563,299.9289221425727
2019-08-19 17:52:20.288792,298.6526294966135
2019-08-19 17:52:20.828696,298.6526294966135
2019-08-19 17:52:21.371771,298.6526294966135
2019-08-19 17:52:21.907488,298.6526294966135
2019-08-19 17:52:22.443170,298.6526294966135
2019-08-19 17:52:22.980235,298.6526294966135
2019-08-19 17:52:23.516107,298.6526294966135
2019-08-19 17:52:24.052111,299.9289221425727
2019-08-19 17:52:24.588494,298.6526294966135
2019-08-19 17:52:25.120413,298.6526294966135
2019-08-19 17:52:25.662492,299.9289221425727
2019-08-19 17:52:26.197425,298.6526294966135
2019-08-19 17:52:26.733888,299.9289221425727
2019-08-19 17:52:27.268105,299.9289221425727
2019-08-19 17:52:27.803659,299.9289221425727
2019-08-19 17:52:28.340214,298.6526294966135
2019-08-19 17:52:28.876317,298.6526294966135
2019-08-19 17:52:29.412724,299.9289221425727
2019-08-19 17:52:29.948579,298.6526294966135
2019-08-19 17:52:30.484553,298.6526294966135
