time,Temp (K)
2019-08-23 13:31:26.748606,298.6526294966135
2019-08-23 13:31:27.278606,299.9289221425727
2019-08-23 13:31:27.808605,299.9289221425727
2019-08-23 13:31:28.338605,299.9289221425727
2019-08-23 13:31:28.868605,299.9289221425727
2019-08-23 13:31:29.398605,299.9289221425727
2019-08-23 13:31:29.928605,299.9289221425727
2019-08-23 13:31:30.458605,298.6526294966135
2019-08-23 13:31:30.988604,298.6526294966135
2019-08-23 13:31:31.518604,298.6526294966135
2019-08-23 13:31:32.048605,298.6526294966135
2019-08-23 13:31:32.578605,299.9289221425727
2019-08-23 13:31:33.108604,299.9289221425727
2019-08-23 13:31:33.638605,299.9289221425727
2019-08-23 13:31:34.168604,298.6526294966135
2019-08-23 13:31:34.698604,299.9289221425727
2019-08-23 13:31:35.228604,299.9289221425727
2019-08-23 13:31:35.758604,298.6526294966135
2019-08-23 13:31:36.288604,298.6526294966135
2019-08-23 13:31:36.818603,298.6526294966135
2019-08-23 13:31:37.348604,298.6526294966135
2019-08-23 13:31:37.878603,298.6526294966135
2019-08-23 13:31:38.408603,299.9289221425727
2019-08-23 13:31:38.938603,299.9289221425727
2019-08-23 13:31:39.468603,298.6526294966135
2019-08-23 13:31:39.998603,298.6526294966135
2019-08-23 13:31:40.528477,298.6526294966135
2019-08-23 13:31:41.054072,298.6526294966135
2019-08-23 13:31:41.584653,299.9289221425727
2019-08-23 13:31:42.111245,298.6526294966135
2019-08-23 13:31:42.639831,299.9289221425727
2019-08-23 13:31:43.165426,299.9289221425727
2019-08-23 13:31:43.695010,299.9289221425727
2019-08-23 13:31:44.222599,299.9289221425727
2019-08-23 13:31:44.751186,298.6526294966135
2019-08-23 13:31:45.278775,298.6526294966135
2019-08-23 13:31:45.807361,298.6526294966135
2019-08-23 13:31:46.332956,299.9289221425727
2019-08-23 13:31:46.863537,301.29043846884457
2019-08-23 13:31:47.390129,298.6526294966135
2019-08-23 13:31:47.919713,299.9289221425727
2019-08-23 13:31:48.447302,299.9289221425727
2019-08-23 13:31:48.974891,299.9289221425727
2019-08-23 13:31:49.503478,298.6526294966135
2019-08-23 13:31:50.031067,298.6526294966135
2019-08-23 13:31:50.559654,298.6526294966135
2019-08-23 13:31:51.085248,301.29043846884457
2019-08-23 13:31:51.614832,299.9289221425727
2019-08-23 13:31:52.142421,299.9289221425727
2019-08-23 13:31:52.672005,299.9289221425727
2019-08-23 13:31:53.198597,299.9289221425727
2019-08-23 13:31:53.727184,298.6526294966135
2019-08-23 13:31:54.254773,298.6526294966135
2019-08-23 13:31:54.783359,299.9289221425727
2019-08-23 13:31:55.308954,298.6526294966135
2019-08-23 13:31:55.837540,298.6526294966135
2019-08-23 13:31:56.367125,299.9289221425727
2019-08-23 13:31:56.895711,299.9289221425727
2019-08-23 13:31:57.425295,299.9289221425727
2019-08-23 13:31:57.951887,299.9289221425727
2019-08-23 13:31:58.480473,298.6526294966135
2019-08-23 13:31:59.006068,298.6526294966135
2019-08-23 13:31:59.536649,298.6526294966135
2019-08-23 13:32:00.063241,298.6526294966135
2019-08-23 13:32:00.591828,299.9289221425727
2019-08-23 13:32:01.117422,299.9289221425727
2019-08-23 13:32:01.647006,299.9289221425727
2019-08-23 13:32:02.174595,299.9289221425727
2019-08-23 13:32:02.703182,299.9289221425727
2019-08-23 13:32:03.228777,298.6526294966135
2019-08-23 13:32:03.757363,298.6526294966135
2019-08-23 13:32:04.284952,298.6526294966135
2019-08-23 13:32:04.812541,298.6526294966135
2019-08-23 13:32:05.341128,298.6526294966135
2019-08-23 13:32:05.866722,299.9289221425727
2019-08-23 13:32:06.397305,299.9289221425727
2019-08-23 13:32:06.924893,299.9289221425727
2019-08-23 13:32:07.453479,299.9289221425727
2019-08-23 13:32:07.985863,298.6526294966135
2019-08-23 13:32:08.515864,298.6526294966135
2019-08-23 13:32:09.045863,298.6526294966135
2019-08-23 13:32:09.582115,298.6526294966135
2019-08-23 13:32:10.112115,298.6526294966135
2019-08-23 13:32:10.642115,299.9289221425727
2019-08-23 13:32:11.172115,299.9289221425727
2019-08-23 13:32:11.702115,298.6526294966135
2019-08-23 13:32:12.232115,299.9289221425727
2019-08-23 13:32:12.762115,299.9289221425727
2019-08-23 13:32:13.292114,299.9289221425727
2019-08-23 13:32:13.822114,297.45195492337035
2019-08-23 13:32:14.352114,298.6526294966135
2019-08-23 13:32:14.882114,298.6526294966135
2019-08-23 13:32:15.412114,299.9289221425727
2019-08-23 13:32:15.942114,299.9289221425727
2019-08-23 13:32:16.471011,298.6526294966135
2019-08-23 13:32:16.997602,299.9289221425727
2019-08-23 13:32:17.526189,299.9289221425727
2019-08-23 13:32:18.051784,299.9289221425727
2019-08-23 13:32:18.579373,298.6526294966135
2019-08-23 13:32:19.105965,297.45195492337035
2019-08-23 13:32:19.634551,297.45195492337035
2019-08-23 13:32:20.160146,298.6526294966135
2019-08-23 13:32:20.684743,298.6526294966135
2019-08-23 13:32:21.215324,299.9289221425727
2019-08-23 13:32:21.742913,299.9289221425727
2019-08-23 13:32:22.273615,298.6526294966135
2019-08-23 13:32:22.803615,298.6526294966135
2019-08-23 13:32:23.333615,298.6526294966135
2019-08-23 13:32:23.863614,298.6526294966135
2019-08-23 13:32:24.393614,298.6526294966135
2019-08-23 13:32:24.923615,298.6526294966135
2019-08-23 13:32:25.453614,298.6526294966135
2019-08-23 13:32:25.983614,298.6526294966135
2019-08-23 13:32:26.513614,298.6526294966135
2019-08-23 13:32:27.043614,298.6526294966135
2019-08-23 13:32:27.573615,297.45195492337035
2019-08-23 13:32:28.103613,298.6526294966135
2019-08-23 13:32:28.633613,298.6526294966135
2019-08-23 13:32:29.163613,298.6526294966135
2019-08-23 13:32:29.693613,298.6526294966135
2019-08-23 13:32:30.223614,298.6526294966135
2019-08-23 13:32:30.756507,297.45195492337035
2019-08-23 13:32:31.286511,299.9289221425727
2019-08-23 13:32:31.816508,299.9289221425727
2019-08-23 13:32:32.346508,299.9289221425727
2019-08-23 13:32:32.876507,298.6526294966135
2019-08-23 13:32:33.406507,299.9289221425727
2019-08-23 13:32:33.946507,298.6526294966135
2019-08-23 13:32:34.476507,297.45195492337035
2019-08-23 13:32:35.006506,298.6526294966135
2019-08-23 13:32:35.546507,298.6526294966135
2019-08-23 13:32:36.076506,298.6526294966135
2019-08-23 13:32:36.606506,298.6526294966135
2019-08-23 13:32:37.136509,298.6526294966135
2019-08-23 13:32:37.666506,299.9289221425727
2019-08-23 13:32:38.196506,298.6526294966135
2019-08-23 13:32:38.731483,299.9289221425727
2019-08-23 13:32:39.268193,298.6526294966135
2019-08-23 13:32:39.798193,297.45195492337035
2019-08-23 13:32:40.338193,297.45195492337035
2019-08-23 13:32:40.868192,298.6526294966135
2019-08-23 13:32:41.408193,297.45195492337035
2019-08-23 13:32:41.938193,298.6526294966135
2019-08-23 13:32:42.478192,298.6526294966135
2019-08-23 13:32:43.008193,298.6526294966135
2019-08-23 13:32:43.548192,298.6526294966135
2019-08-23 13:32:44.088192,297.45195492337035
2019-08-23 13:32:44.618192,298.6526294966135
2019-08-23 13:32:45.158192,299.9289221425727
2019-08-23 13:32:45.688192,298.6526294966135
2019-08-23 13:32:46.228192,297.45195492337035
2019-08-23 13:32:46.758191,298.6526294966135
2019-08-23 13:32:47.298192,298.6526294966135
2019-08-23 13:32:47.828191,299.9289221425727
2019-08-23 13:32:48.368191,297.45195492337035
2019-08-23 13:32:48.898191,298.6526294966135
2019-08-23 13:32:49.438191,298.6526294966135
2019-08-23 13:32:49.968191,297.45195492337035
2019-08-23 13:32:50.508191,298.6526294966135
2019-08-23 13:32:51.048191,297.45195492337035
2019-08-23 13:32:51.578191,298.6526294966135
2019-08-23 13:32:52.118191,297.45195492337035
2019-08-23 13:32:52.658191,298.6526294966135
2019-08-23 13:32:53.198190,298.6526294966135
2019-08-23 13:32:53.728190,298.6526294966135
2019-08-23 13:32:54.268190,298.6526294966135
2019-08-23 13:32:54.808190,299.9289221425727
2019-08-23 13:32:55.348190,299.9289221425727
2019-08-23 13:32:55.878189,298.6526294966135
2019-08-23 13:32:56.418190,298.6526294966135
