time,Temperature (K)
2019-08-11 13:02:28.705094,326.54
2019-08-11 13:03:33.069513,326.44
2019-08-11 13:04:37.458562,326.54
2019-08-11 13:05:41.863103,326.44
2019-08-11 13:06:46.284701,326.54
2019-08-11 13:07:50.717464,326.54
2019-08-11 13:08:55.162903,326.54
2019-08-11 13:09:59.601265,326.54
2019-08-11 13:11:03.990853,326.54
2019-08-11 13:12:08.384759,326.54
2019-08-11 13:13:12.775789,326.54
2019-08-11 13:14:17.150134,326.54
2019-08-11 13:15:21.609732,326.44
2019-08-11 13:16:26.024330,326.44
2019-08-11 13:17:30.427821,326.54
2019-08-11 13:18:34.827621,326.54
2019-08-11 13:19:39.276203,326.54
2019-08-11 13:20:43.676888,326.54
2019-08-11 13:21:48.097432,326.44
2019-08-11 13:22:52.514129,326.54
2019-08-11 13:23:56.928267,326.54
2019-08-11 13:25:01.340129,326.54
2019-08-11 13:26:05.787783,326.54
2019-08-11 13:27:10.178069,326.44
2019-08-11 13:28:14.584306,326.44
2019-08-11 13:29:19.031853,326.44
2019-08-11 13:30:23.437593,326.44
2019-08-11 13:31:27.837422,326.44
2019-08-11 13:32:32.293859,326.54
2019-08-11 13:33:36.710846,326.54
2019-08-11 13:34:41.110024,326.54
2019-08-11 13:35:45.559880,326.54
2019-08-11 13:36:49.946830,326.54
2019-08-11 13:37:54.360485,326.44
2019-08-11 13:38:58.830144,326.44
2019-08-11 13:40:03.255496,326.54
2019-08-11 13:41:07.672547,326.44
2019-08-11 13:42:12.051720,326.44
2019-08-11 13:43:16.518869,326.54
2019-08-11 13:44:20.970963,326.54
2019-08-11 13:45:25.373554,326.44
2019-08-11 13:46:29.825416,326.54
2019-08-11 13:47:34.214078,326.54
2019-08-11 13:48:38.700743,326.54
2019-08-11 13:49:43.170500,326.44
2019-08-11 13:50:47.557837,326.54
2019-08-11 13:51:51.917018,326.44
2019-08-11 13:52:56.352862,326.54
2019-08-11 13:54:00.782038,326.44
2019-08-11 13:55:05.178351,326.54
2019-08-11 13:56:09.582109,326.44
2019-08-11 13:57:14.048787,326.54
2019-08-11 13:58:18.451594,326.44
2019-08-11 13:59:22.839712,326.54
2019-08-11 14:00:27.258411,326.54
2019-08-11 14:01:31.667917,326.44
2019-08-11 14:02:36.085074,326.54
2019-08-11 14:03:40.510313,326.54
2019-08-11 14:04:44.910783,326.54
2019-08-11 14:05:49.292201,326.54
2019-08-11 14:06:53.743876,326.54
2019-08-11 14:07:58.153922,326.44
2019-08-11 14:09:02.570623,326.44
2019-08-11 14:10:06.978134,326.54
2019-08-11 14:11:11.368062,326.44
2019-08-11 14:12:15.786385,326.54
2019-08-11 14:13:20.159832,326.44
2019-08-11 14:14:24.567307,326.44
2019-08-11 14:15:28.959240,326.54
2019-08-11 14:16:33.388600,326.54
2019-08-11 14:17:37.812599,326.54
2019-08-11 14:18:42.226921,326.44
2019-08-11 14:19:46.622701,326.54
2019-08-11 14:20:51.043734,326.44
2019-08-11 14:21:55.474500,326.54
2019-08-11 14:22:59.911366,326.54
2019-08-11 14:24:04.322237,326.44
2019-08-11 14:25:08.745420,326.44
2019-08-11 14:26:13.165292,326.44
2019-08-11 14:27:17.621543,326.54
2019-08-11 14:28:22.033878,326.44
2019-08-11 14:29:26.477931,326.54
2019-08-11 14:30:30.908380,326.54
2019-08-11 14:31:35.336726,326.44
2019-08-11 14:32:39.812676,326.54
2019-08-11 14:33:44.266260,326.54
2019-08-11 14:34:48.671529,326.54
2019-08-11 14:35:53.071957,326.44
2019-08-11 14:36:57.480606,326.54
2019-08-11 14:38:01.895979,326.44
2019-08-11 14:39:06.297764,326.54
2019-08-11 14:40:10.667811,326.44
2019-08-11 14:41:15.036186,326.44
2019-08-11 14:42:19.505925,326.54
2019-08-11 14:43:23.972508,326.54
2019-08-11 14:44:28.375564,326.54
2019-08-11 14:45:32.761270,326.44
2019-08-11 14:46:37.206503,326.54
2019-08-11 14:47:41.629283,326.54
2019-08-11 14:48:46.039273,326.54
2019-08-11 14:49:50.481607,326.54
2019-08-11 14:50:54.880151,326.54
2019-08-11 14:51:59.306655,326.54
2019-08-11 14:53:03.735754,326.54
2019-08-11 14:54:08.116380,326.44
2019-08-11 14:55:12.520761,326.54
2019-08-11 14:56:16.916803,326.54
2019-08-11 14:57:21.324845,326.44
2019-08-11 14:58:25.755210,326.44
2019-08-11 14:59:30.124734,326.54
2019-08-11 15:00:34.515315,326.54
2019-08-11 15:01:38.880682,326.54
2019-08-11 15:02:43.307069,326.54
2019-08-11 15:03:47.735184,326.44
2019-08-11 15:04:52.172210,326.44
2019-08-11 15:05:56.572190,326.54
2019-08-11 15:07:00.974849,326.44
2019-08-11 15:08:05.382569,326.54
2019-08-11 15:09:09.751363,326.54
2019-08-11 15:10:14.164204,326.44
2019-08-11 15:11:18.595704,326.54
2019-08-11 15:12:23.000080,326.54
2019-08-11 15:13:27.424967,326.44
2019-08-11 15:14:31.793702,326.54
2019-08-11 15:15:36.157703,326.54
2019-08-11 15:16:40.579251,326.44
2019-08-11 15:17:44.983081,326.54
2019-08-11 15:18:49.356952,326.54
2019-08-11 15:19:53.782662,326.54
2019-08-11 15:20:58.168044,326.54
2019-08-11 15:22:02.606495,326.44
2019-08-11 15:23:07.014955,326.54
2019-08-11 15:24:11.436790,326.54
2019-08-11 15:25:15.871798,326.44
2019-08-11 15:26:20.302959,326.54
2019-08-11 15:27:24.709585,326.44
2019-08-11 15:28:29.113426,326.44
2019-08-11 15:29:33.492556,326.44
2019-08-11 15:30:37.951233,326.54
2019-08-11 15:31:42.323161,326.54
2019-08-11 15:32:46.763988,326.54
2019-08-11 15:33:51.184198,326.54
2019-08-11 15:34:55.608021,326.54
2019-08-11 15:36:00.038998,326.44
2019-08-11 15:37:04.412878,326.54
2019-08-11 15:38:08.862077,326.54
2019-08-11 15:39:13.372282,326.54
2019-08-11 15:40:17.775051,326.44
2019-08-11 15:41:22.195189,326.54
2019-08-11 15:42:26.605962,326.54
2019-08-11 15:43:31.013899,326.54
2019-08-11 15:44:35.451265,326.54
2019-08-11 15:45:39.827107,326.54
2019-08-11 15:46:44.236862,326.54
2019-08-11 15:47:48.648319,326.54
2019-08-11 15:48:53.057949,326.54
2019-08-11 15:49:57.483700,326.54
2019-08-11 15:51:01.905319,326.54
2019-08-11 15:52:06.315442,326.54
2019-08-11 15:53:10.747535,326.44
2019-08-11 15:54:15.168667,326.54
2019-08-11 15:55:19.568351,326.54
2019-08-11 15:56:23.999111,326.54
2019-08-11 15:57:28.412900,326.54
2019-08-11 15:58:32.818046,326.44
2019-08-11 15:59:37.245083,326.54
2019-08-11 16:00:41.625444,326.54
2019-08-11 16:01:46.087389,326.54
2019-08-11 16:02:50.534884,326.54
2019-08-11 16:03:55.010768,326.54
2019-08-11 16:04:59.421322,326.54
2019-08-11 16:06:03.858900,326.54
2019-08-11 16:07:08.267272,326.54
2019-08-11 16:08:12.660369,326.54
2019-08-11 16:09:17.097044,326.44
2019-08-11 16:10:21.544162,326.54
2019-08-11 16:11:25.965577,326.54
2019-08-11 16:12:30.401387,326.54
2019-08-11 16:13:34.836383,326.44
2019-08-11 16:14:39.251386,326.44
2019-08-11 16:15:43.666998,326.54
2019-08-11 16:16:48.060588,326.54
2019-08-11 16:17:52.475859,326.54
2019-08-11 16:18:56.875883,326.44
2019-08-11 16:20:01.347056,326.54
2019-08-11 16:21:05.826869,326.54
2019-08-11 16:22:10.258203,326.54
2019-08-11 16:23:14.651874,326.44
2019-08-11 16:24:19.115691,326.44
2019-08-11 16:25:23.542364,326.54
2019-08-11 16:26:27.957901,326.54
2019-08-11 16:27:32.347877,326.44
2019-08-11 16:28:36.778946,326.44
2019-08-11 16:29:41.219382,326.54
2019-08-11 16:30:45.664857,326.54
2019-08-11 16:31:50.044539,326.54
2019-08-11 16:32:54.485586,326.54
2019-08-11 16:33:58.886483,326.44
2019-08-11 16:35:03.336855,326.54
2019-08-11 16:36:07.762941,326.44
2019-08-11 16:37:12.218216,326.44
2019-08-11 16:38:16.628460,326.54
2019-08-11 16:39:21.060495,326.54
2019-08-11 16:40:25.454046,326.54
2019-08-11 16:41:29.852942,326.54
2019-08-11 16:42:34.284398,326.54
2019-08-11 16:43:38.685321,326.54
2019-08-11 16:44:43.084865,326.54
2019-08-11 16:45:47.472592,326.54
2019-08-11 16:46:51.858822,326.54
2019-08-11 16:47:56.263702,326.54
2019-08-11 16:49:00.723282,326.54
2019-08-11 16:50:05.132852,326.54
2019-08-11 16:51:09.596578,326.54
2019-08-11 16:52:14.017762,326.54
2019-08-11 16:53:18.449123,326.54
2019-08-11 16:54:22.894959,326.54
2019-08-11 16:55:27.308823,326.54
2019-08-11 16:56:31.744471,326.44
2019-08-11 16:57:36.211719,326.44
2019-08-11 16:58:40.658969,326.54
2019-08-11 16:59:45.092358,326.54
2019-08-11 17:00:49.506642,326.54
2019-08-11 17:01:53.918351,326.44
2019-08-11 17:02:58.341796,326.54
2019-08-11 17:04:02.764540,326.54
2019-08-11 17:05:07.243420,326.54
2019-08-11 17:06:11.645983,326.54
2019-08-11 17:07:16.044762,326.44
2019-08-11 17:08:20.497417,326.54
2019-08-11 17:09:24.921806,326.54
2019-08-11 17:10:29.305349,326.44
2019-08-11 17:11:33.721312,326.54
2019-08-11 17:12:38.175976,326.54
2019-08-11 17:13:42.636180,326.44
2019-08-11 17:14:47.030223,326.54
2019-08-11 17:15:51.445426,326.44
2019-08-11 17:16:55.860044,326.54
2019-08-11 17:18:00.294807,326.54
2019-08-11 17:19:04.705651,326.54
2019-08-11 17:20:09.164876,326.54
2019-08-11 17:21:13.585036,326.54
2019-08-11 17:22:17.997584,326.54
2019-08-11 17:23:22.421022,326.54
2019-08-11 17:24:26.900290,326.54
2019-08-11 17:25:31.317031,326.44
2019-08-11 17:26:35.747466,326.54
2019-08-11 17:27:40.153874,326.54
2019-08-11 17:28:44.575936,326.54
2019-08-11 17:29:48.989812,326.44
2019-08-11 17:30:53.419179,326.54
2019-08-11 17:31:57.830485,326.44
2019-08-11 17:33:02.232298,326.54
2019-08-11 17:34:06.601582,326.54
2019-08-11 17:35:11.090217,326.44
2019-08-11 17:36:15.505917,326.54
2019-08-11 17:37:19.908205,326.54
2019-08-11 17:38:24.345251,326.54
2019-08-11 17:39:28.784924,326.54
2019-08-11 17:40:33.185902,326.44
2019-08-11 17:41:37.571482,326.54
2019-08-11 17:42:41.996502,326.44
2019-08-11 17:43:46.382219,326.54
2019-08-11 17:44:50.775022,326.54
2019-08-11 17:45:55.157228,326.54
2019-08-11 17:46:59.620213,326.54
2019-08-11 17:48:04.064134,326.54
2019-08-11 17:49:08.469485,326.54
2019-08-11 17:50:12.900827,326.54
2019-08-11 17:51:17.338812,326.54
2019-08-11 17:52:21.786558,326.54
2019-08-11 17:53:26.185611,326.54
2019-08-11 17:54:30.629025,326.54
2019-08-11 17:55:34.993188,326.54
2019-08-11 17:56:39.392929,326.54
2019-08-11 17:57:43.831020,326.54
2019-08-11 17:58:48.243397,326.54
2019-08-11 17:59:52.656728,326.54
2019-08-11 18:00:57.045946,326.54
2019-08-11 18:02:01.487024,326.54
2019-08-11 18:03:06.118017,326.54
2019-08-11 18:04:10.450417,326.54
2019-08-11 18:05:14.853841,326.44
2019-08-11 18:06:19.256505,326.44
2019-08-11 18:07:23.690835,326.54
2019-08-11 18:08:28.102172,326.54
2019-08-11 18:09:32.514317,326.54
2019-08-11 18:10:36.902535,326.54
2019-08-11 18:11:41.296620,326.54
2019-08-11 18:12:45.714345,326.54
2019-08-11 18:13:50.152427,326.54
2019-08-11 18:14:54.533210,326.54
2019-08-11 18:15:58.919596,326.54
2019-08-11 18:17:03.326182,326.54
2019-08-11 18:18:07.766846,326.44
2019-08-11 18:19:12.192546,326.54
2019-08-11 18:20:16.611652,326.54
2019-08-11 18:21:20.983088,326.44
2019-08-11 18:22:25.408776,326.44
2019-08-11 18:23:29.868923,326.54
2019-08-11 18:24:34.267836,326.54
2019-08-11 18:25:38.652002,326.54
2019-08-11 18:26:43.039518,326.54
2019-08-11 18:27:47.463898,326.54
2019-08-11 18:28:51.883292,326.44
2019-08-11 18:29:56.319336,326.44
2019-08-11 18:31:00.726456,326.54
2019-08-11 18:32:05.139274,326.54
2019-08-11 18:33:09.530807,326.54
2019-08-11 18:34:13.946894,326.54
2019-08-11 18:35:18.325436,326.44
2019-08-11 18:36:22.763451,326.54
2019-08-11 18:37:27.203125,326.54
2019-08-11 18:38:31.581729,326.54
2019-08-11 18:39:36.021427,326.54
2019-08-11 18:40:40.450985,326.54
2019-08-11 18:41:44.833458,326.44
2019-08-11 18:42:49.210087,326.54
2019-08-11 18:43:53.648939,326.44
2019-08-11 18:44:58.030825,326.54
2019-08-11 18:46:02.445747,326.54
2019-08-11 18:47:06.897798,326.54
2019-08-11 18:48:11.314292,326.54
2019-08-11 18:49:15.714978,326.54
2019-08-11 18:50:20.158174,326.54
2019-08-11 18:51:24.547700,326.54
2019-08-11 18:52:28.980318,326.44
2019-08-11 18:53:33.445682,326.54
2019-08-11 18:54:37.868708,326.44
2019-08-11 18:55:42.293008,326.54
2019-08-11 18:56:46.714966,326.54
2019-08-11 18:57:51.150867,326.44
2019-08-11 18:58:55.566664,326.54
2019-08-11 18:59:59.955924,326.54
2019-08-11 19:01:04.393011,326.54
2019-08-11 19:02:08.844214,326.44
2019-08-11 19:03:13.297895,326.54
2019-08-11 19:04:17.701515,326.54
2019-08-11 19:05:22.096915,326.44
2019-08-11 19:06:26.554844,326.54
2019-08-11 19:07:30.952379,326.54
2019-08-11 19:08:35.353302,326.54
2019-08-11 19:09:39.783424,326.54
2019-08-11 19:10:44.164938,326.54
2019-08-11 19:11:48.570815,326.44
2019-08-11 19:12:52.974343,326.44
2019-08-11 19:13:57.390540,326.44
2019-08-11 19:15:01.807095,326.54
2019-08-11 19:16:06.253798,326.54
2019-08-11 19:17:10.682718,326.54
2019-08-11 19:18:15.078543,326.54
2019-08-11 19:19:19.528660,326.44
2019-08-11 19:20:23.971610,326.54
2019-08-11 19:21:28.380088,326.54
2019-08-11 19:22:32.789985,326.54
2019-08-11 19:23:37.243779,326.54
2019-08-11 19:24:41.674360,326.44
2019-08-11 19:25:46.128999,326.44
2019-08-11 19:26:50.551385,326.54
2019-08-11 19:27:55.046014,326.54
2019-08-11 19:28:59.487758,326.54
2019-08-11 19:30:03.936836,326.54
2019-08-11 19:31:08.353505,326.54
2019-08-11 19:32:12.759747,326.54
2019-08-11 19:33:17.206550,326.44
2019-08-11 19:34:21.629352,326.54
2019-08-11 19:35:26.057134,326.44
2019-08-11 19:36:30.451244,326.44
2019-08-11 19:37:34.895838,326.54
2019-08-11 19:38:39.285137,326.54
2019-08-11 19:39:43.706849,326.54
2019-08-11 19:40:48.101106,326.54
2019-08-11 19:41:52.515259,326.54
2019-08-11 19:42:56.956249,326.54
2019-08-11 19:44:01.396159,326.54
2019-08-11 19:45:05.765214,326.54
2019-08-11 19:46:10.198007,326.54
2019-08-11 19:47:14.621919,326.54
2019-08-11 19:48:19.078100,326.54
2019-08-11 19:49:23.508071,326.54
2019-08-11 19:50:27.913055,326.54
2019-08-11 19:51:32.318108,326.54
2019-08-11 19:52:36.786083,326.44
2019-08-11 19:53:41.236174,326.54
2019-08-11 19:54:45.667412,326.54
2019-08-11 19:55:50.165612,326.54
2019-08-11 19:56:54.586059,326.54
2019-08-11 19:57:59.037445,326.44
2019-08-11 19:59:03.438417,326.54
2019-08-11 20:00:07.862417,326.54
2019-08-11 20:01:12.241716,326.54
2019-08-11 20:02:16.634758,326.44
2019-08-11 20:03:21.099796,326.54
2019-08-11 20:04:25.529897,326.54
2019-08-11 20:05:29.901602,326.54
2019-08-11 20:06:34.320366,326.44
2019-08-11 20:07:38.722793,326.54
2019-08-11 20:08:43.161339,326.54
2019-08-11 20:09:47.729006,326.54
2019-08-11 20:10:52.269740,326.44
2019-08-11 20:11:56.788698,326.54
2019-08-11 20:13:01.280974,326.54
2019-08-11 20:14:05.757213,326.54
2019-08-11 20:15:10.294716,326.54
2019-08-11 20:16:14.783120,326.44
2019-08-11 20:17:19.303563,326.44
2019-08-11 20:18:23.804950,326.54
2019-08-11 20:19:28.308675,326.54
2019-08-11 20:20:32.778895,326.54
2019-08-11 20:21:37.286553,326.54
2019-08-11 20:22:41.798442,326.54
2019-08-11 20:23:46.269238,326.54
2019-08-11 20:24:50.806948,326.54
2019-08-11 20:25:55.287696,326.44
2019-08-11 20:26:59.793218,326.54
2019-08-11 20:28:04.298880,326.44
2019-08-11 20:29:08.770405,326.44
2019-08-11 20:30:13.235852,326.54
2019-08-11 20:31:17.727487,326.54
2019-08-11 20:32:22.166797,326.54
2019-08-11 20:33:26.646342,326.44
2019-08-11 20:34:31.167134,326.54
2019-08-11 20:35:35.643248,326.44
2019-08-11 20:36:40.135627,326.54
2019-08-11 20:37:44.623442,326.54
2019-08-11 20:38:49.107835,326.44
2019-08-11 20:39:53.657793,326.54
2019-08-11 20:40:58.208986,326.44
2019-08-11 20:42:02.702345,326.54
2019-08-11 20:43:07.267662,326.54
2019-08-11 20:44:11.812026,326.44
2019-08-11 20:45:16.309273,326.54
2019-08-11 20:46:20.789440,326.44
2019-08-11 20:47:25.258105,326.54
2019-08-11 20:48:29.786093,326.44
2019-08-11 20:49:34.309736,326.54
2019-08-11 20:50:38.798518,326.44
2019-08-11 20:51:43.313392,326.54
2019-08-11 20:52:47.887241,326.54
2019-08-11 20:53:52.346302,326.54
2019-08-11 20:54:56.878260,326.54
2019-08-11 20:56:01.392219,326.54
2019-08-11 20:57:05.864964,326.44
2019-08-11 20:58:10.383308,326.54
2019-08-11 20:59:14.882591,326.54
2019-08-11 21:00:19.418441,326.54
2019-08-11 21:01:23.893917,326.44
2019-08-11 21:02:28.377735,326.54
2019-08-11 21:03:32.820898,326.54
2019-08-11 21:04:37.264699,326.54
2019-08-11 21:05:41.798484,326.54
2019-08-11 21:06:46.301038,326.54
2019-08-11 21:07:50.768366,326.44
2019-08-11 21:08:55.203070,326.44
2019-08-11 21:09:59.627399,326.44
2019-08-11 21:11:04.017770,326.54
2019-08-11 21:12:08.455008,326.54
2019-08-11 21:13:12.846104,326.54
2019-08-11 21:14:17.253069,326.44
2019-08-11 21:15:21.668250,326.54
2019-08-11 21:16:26.129218,326.54
2019-08-11 21:17:30.532860,326.44
2019-08-11 21:18:34.936578,326.44
2019-08-11 21:19:39.408614,326.44
2019-08-11 21:20:43.835183,326.54
2019-08-11 21:21:48.262991,326.54
2019-08-11 21:22:52.674394,326.54
2019-08-11 21:23:57.079522,326.44
2019-08-11 21:25:01.510609,326.44
2019-08-11 21:26:05.907665,326.54
2019-08-11 21:27:10.300090,326.54
2019-08-11 21:28:14.714140,326.44
2019-08-11 21:29:19.162185,326.54
2019-08-11 21:30:23.627433,326.54
2019-08-11 21:31:28.144157,326.54
2019-08-11 21:32:32.569925,326.54
2019-08-11 21:33:36.977885,326.54
2019-08-11 21:34:41.389779,326.44
2019-08-11 21:35:45.854409,326.54
2019-08-11 21:36:50.274903,326.44
2019-08-11 21:37:54.690862,326.54
2019-08-11 21:38:59.100194,326.44
2019-08-11 21:40:03.492004,326.54
2019-08-11 21:41:07.911793,326.54
2019-08-11 21:42:12.346160,326.54
2019-08-11 21:43:16.750788,326.44
2019-08-11 21:44:21.166960,326.54
2019-08-11 21:45:25.552751,326.54
2019-08-11 21:46:29.973198,326.44
2019-08-11 21:47:34.384657,326.44
2019-08-11 21:48:38.778751,326.54
2019-08-11 21:49:43.187779,326.54
2019-08-11 21:50:47.643475,326.54
2019-08-11 21:51:52.074725,326.44
2019-08-11 21:52:56.503445,326.54
2019-08-11 21:54:00.912546,326.54
2019-08-11 21:55:05.305276,326.54
2019-08-11 21:56:09.736586,326.54
2019-08-11 21:57:14.110670,326.54
2019-08-11 21:58:18.500909,326.54
2019-08-11 21:59:22.918494,326.44
2019-08-11 22:00:27.285916,326.54
2019-08-11 22:01:31.705080,326.54
2019-08-11 22:02:36.104248,326.54
2019-08-11 22:03:40.525821,326.44
2019-08-11 22:04:44.934002,326.54
2019-08-11 22:05:49.371494,326.44
2019-08-11 22:06:53.757016,326.54
2019-08-11 22:07:58.154889,326.54
2019-08-11 22:09:02.625681,326.44
2019-08-11 22:10:07.076637,326.54
2019-08-11 22:11:11.533446,326.44
2019-08-11 22:12:15.921309,326.54
2019-08-11 22:13:20.324295,326.54
2019-08-11 22:14:24.769402,326.44
2019-08-11 22:15:29.171111,326.54
2019-08-11 22:16:33.635054,326.44
2019-08-11 22:17:38.075441,326.44
2019-08-11 22:18:42.559385,326.54
2019-08-11 22:19:46.990165,326.54
2019-08-11 22:20:51.456895,326.44
2019-08-11 22:21:55.894199,326.54
2019-08-11 22:23:00.347378,326.54
2019-08-11 22:24:04.750348,326.54
2019-08-11 22:25:09.184756,326.54
2019-08-11 22:26:13.623837,326.44
2019-08-11 22:27:18.043720,326.54
2019-08-11 22:28:22.448900,326.44
2019-08-11 22:29:26.878238,326.54
2019-08-11 22:30:31.303712,326.44
2019-08-11 22:31:35.697465,326.54
2019-08-11 22:32:40.162503,326.44
2019-08-11 22:33:44.582282,326.54
2019-08-11 22:34:49.000141,326.44
2019-08-11 22:35:53.412927,326.54
2019-08-11 22:36:57.851500,326.44
2019-08-11 22:38:02.282038,326.54
2019-08-11 22:39:06.691580,326.44
2019-08-11 22:40:11.140017,326.54
2019-08-11 22:41:15.571510,326.44
2019-08-11 22:42:19.993500,326.54
2019-08-11 22:43:24.425931,326.44
2019-08-11 22:44:28.856521,326.54
2019-08-11 22:45:33.247399,326.44
2019-08-11 22:46:37.682978,326.44
2019-08-11 22:47:42.180863,326.44
2019-08-11 22:48:46.684362,326.44
2019-08-11 22:49:51.076040,326.54
2019-08-11 22:50:55.560549,326.54
2019-08-11 22:51:59.992865,326.54
2019-08-11 22:53:04.463963,326.54
2019-08-11 22:54:08.859573,326.54
2019-08-11 22:55:13.319787,326.54
2019-08-11 22:56:17.758964,326.54
2019-08-11 22:57:22.179586,326.44
2019-08-11 22:58:26.612102,326.54
2019-08-11 22:59:31.046561,326.54
2019-08-11 23:00:35.485760,326.44
2019-08-11 23:01:39.899631,326.54
2019-08-11 23:02:44.348198,326.54
2019-08-11 23:03:48.783259,326.54
2019-08-11 23:04:53.197663,326.54
2019-08-11 23:05:57.635903,326.54
2019-08-11 23:07:02.066439,326.44
2019-08-11 23:08:06.501076,326.44
2019-08-11 23:09:10.928636,326.44
2019-08-11 23:10:15.385814,326.54
2019-08-11 23:11:19.792854,326.44
2019-08-11 23:12:24.247175,326.54
2019-08-11 23:13:28.704710,326.54
2019-08-11 23:14:33.114274,326.54
2019-08-11 23:15:37.562489,326.44
2019-08-11 23:16:41.987871,326.54
2019-08-11 23:17:46.403053,326.54
2019-08-11 23:18:50.840372,326.54
2019-08-11 23:19:55.247647,326.54
2019-08-11 23:20:59.689509,326.54
2019-08-11 23:22:04.113976,326.44
2019-08-11 23:23:08.548552,326.54
2019-08-11 23:24:12.969968,326.54
2019-08-11 23:25:17.384400,326.54
2019-08-11 23:26:21.807758,326.54
2019-08-11 23:27:26.186157,326.54
2019-08-11 23:28:30.679372,326.54
2019-08-11 23:29:35.106460,326.54
2019-08-11 23:30:39.529708,326.54
2019-08-11 23:31:43.964090,326.54
2019-08-11 23:32:48.419433,326.54
2019-08-11 23:33:52.900821,326.54
2019-08-11 23:34:57.328355,326.54
2019-08-11 23:36:01.767732,326.54
2019-08-11 23:37:06.169951,326.54
2019-08-11 23:38:10.634627,326.54
2019-08-11 23:39:15.049848,326.54
2019-08-11 23:40:19.474830,326.54
2019-08-11 23:41:23.990228,326.54
2019-08-11 23:42:28.445669,326.54
2019-08-11 23:43:32.919759,326.44
2019-08-11 23:44:37.346545,326.54
2019-08-11 23:45:41.783339,326.54
2019-08-11 23:46:46.207107,326.54
2019-08-11 23:47:50.653249,326.54
2019-08-11 23:48:55.076683,326.54
2019-08-11 23:49:59.525070,326.54
2019-08-11 23:51:03.931859,326.44
2019-08-11 23:52:08.374071,326.54
2019-08-11 23:53:12.788698,326.54
2019-08-11 23:54:17.209971,326.54
2019-08-11 23:55:21.665836,326.44
2019-08-11 23:56:26.119338,326.54
2019-08-11 23:57:30.581337,326.54
2019-08-11 23:58:35.031914,326.54
2019-08-11 23:59:39.445321,326.54
2019-08-12 00:00:43.868159,326.54
2019-08-12 00:01:48.292101,326.54
2019-08-12 00:02:52.735688,326.54
2019-08-12 00:03:57.131911,326.54
2019-08-12 00:05:01.527489,326.54
2019-08-12 00:06:05.961120,326.44
2019-08-12 00:07:10.401556,326.54
2019-08-12 00:08:14.839886,326.44
2019-08-12 00:09:19.275909,326.44
2019-08-12 00:10:23.743688,326.54
2019-08-12 00:11:28.154777,326.54
2019-08-12 00:12:32.529452,326.54
2019-08-12 00:13:36.973389,326.54
2019-08-12 00:14:41.373281,326.44
2019-08-12 00:15:45.843301,326.54
2019-08-12 00:16:50.252310,326.44
2019-08-12 00:17:54.708272,326.54
2019-08-12 00:18:59.125278,326.54
2019-08-12 00:20:03.539037,326.54
2019-08-12 00:21:07.958585,326.54
2019-08-12 00:22:12.366794,326.54
2019-08-12 00:23:16.790898,326.44
2019-08-12 00:24:21.205481,326.54
2019-08-12 00:25:25.636911,326.54
2019-08-12 00:26:30.026764,326.44
2019-08-12 00:27:34.454787,326.44
2019-08-12 00:28:38.858795,326.44
2019-08-12 00:29:43.307468,326.54
2019-08-12 00:30:47.760949,326.54
2019-08-12 00:31:52.170374,326.44
2019-08-12 00:32:56.565868,326.54
2019-08-12 00:34:00.972517,326.44
