time,Temp
2019-07-08 21:02:44.253484,564.0
2019-07-08 21:02:54.873101,564.0
2019-07-08 21:03:05.479709,564.0
2019-07-08 21:03:16.097310,564.0
2019-07-08 21:03:26.695960,564.0
2019-07-08 21:03:37.296607,564.0
2019-07-08 21:03:47.899248,565.0
2019-07-08 21:03:58.513855,564.0
2019-07-08 21:04:09.124474,564.0
2019-07-08 21:04:19.759030,565.0
2019-07-08 21:04:30.378624,565.0
2019-07-08 21:04:40.990241,565.0
2019-07-08 21:04:51.630779,565.0
2019-07-08 21:05:02.275308,566.0
2019-07-08 21:05:12.892908,565.0
2019-07-08 21:05:23.497543,566.0
2019-07-08 21:05:34.135090,566.0
2019-07-08 21:05:44.791588,565.0
2019-07-08 21:05:55.399214,566.0
2019-07-08 21:06:06.026787,566.0
2019-07-08 21:06:16.631422,566.0
2019-07-08 21:06:27.234064,566.0
2019-07-08 21:06:37.871611,567.0
2019-07-08 21:06:48.470261,567.0
2019-07-08 21:06:59.072902,567.0
2019-07-08 21:07:09.704464,567.0
2019-07-08 21:07:20.319842,567.0
2019-07-08 21:07:30.943425,567.0
2019-07-08 21:07:41.546066,567.0
2019-07-08 21:07:52.163667,567.0
2019-07-08 21:08:02.780926,567.9
2019-07-08 21:08:13.389550,567.0
2019-07-08 21:08:24.012138,567.0
2019-07-08 21:08:34.622756,567.9
2019-07-08 21:08:45.210437,567.9
2019-07-08 21:08:55.844993,567.9
2019-07-08 21:09:06.461595,567.9
2019-07-08 21:09:17.070220,567.9
2019-07-08 21:09:27.683831,568.9
2019-07-08 21:09:38.296444,568.9
2019-07-08 21:09:48.922024,567.9
2019-07-08 21:09:59.541619,568.9
2019-07-08 21:10:10.150348,568.9
2019-07-08 21:10:20.763959,568.9
2019-07-08 21:10:31.371587,568.9
2019-07-08 21:10:41.982205,569.9
2019-07-08 21:10:52.572120,568.9
2019-07-08 21:11:03.171768,569.9
2019-07-08 21:11:13.785379,569.9
2019-07-08 21:11:24.409962,569.9
2019-07-08 21:11:35.029555,569.9
2019-07-08 21:11:45.631200,569.9
2019-07-08 21:11:56.222868,569.9
2019-07-08 21:12:06.831493,570.9
2019-07-08 21:12:17.456075,569.9
2019-07-08 21:12:28.070684,570.9
2019-07-08 21:12:38.695290,570.9
2019-07-08 21:12:49.304887,570.9
2019-07-08 21:12:59.948417,570.9
2019-07-08 21:13:10.578983,570.9
2019-07-08 21:13:21.196584,570.9
2019-07-08 21:13:31.805209,571.8
2019-07-08 21:13:42.414830,571.8
2019-07-08 21:13:53.022457,571.8
2019-07-08 21:14:03.618117,571.8
2019-07-08 21:14:14.240703,571.8
2019-07-08 21:14:24.863291,571.8
2019-07-08 21:14:35.477899,572.8
2019-07-08 21:14:46.093504,571.8
2019-07-08 21:14:56.704123,572.8
2019-07-08 21:15:07.308758,572.8
2019-07-08 21:15:17.939324,572.8
2019-07-08 21:15:28.536999,572.8
2019-07-08 21:15:39.156573,572.8
2019-07-08 21:15:49.787140,572.8
2019-07-08 21:16:00.398755,572.8
2019-07-08 21:16:11.027327,573.8
2019-07-08 21:16:21.645924,573.8
2019-07-08 21:16:32.242581,573.8
2019-07-08 21:16:42.875142,573.8
2019-07-08 21:16:53.483766,573.8
2019-07-08 21:17:04.110341,573.8
2019-07-08 21:17:14.737917,573.8
2019-07-08 21:17:25.387430,573.8
2019-07-08 21:17:36.000762,574.8
2019-07-08 21:17:46.607054,574.8
2019-07-08 21:17:57.255572,574.8
2019-07-08 21:18:07.868185,574.8
2019-07-08 21:18:18.478804,574.8
2019-07-08 21:18:29.089423,574.8
2019-07-08 21:18:39.705029,575.8
2019-07-08 21:18:50.312656,575.8
2019-07-08 21:19:00.974139,575.8
2019-07-08 21:19:11.633628,575.8
2019-07-08 21:19:22.231281,575.8
2019-07-08 21:19:32.857858,575.8
2019-07-08 21:19:43.486429,576.7
2019-07-08 21:19:54.101037,576.7
2019-07-08 21:20:04.700686,575.8
2019-07-08 21:20:15.319284,576.7
2019-07-08 21:20:25.917936,576.7
2019-07-08 21:20:36.528554,576.7
2019-07-08 21:20:47.138178,576.7
2019-07-08 21:20:57.764752,576.7
2019-07-08 21:21:08.382353,576.7
2019-07-08 21:21:19.003943,576.7
2019-07-08 21:21:29.633532,577.7
2019-07-08 21:21:40.237148,577.7
2019-07-08 21:21:50.859735,577.7
2019-07-08 21:22:01.481325,577.7
2019-07-08 21:22:12.108898,577.7
2019-07-08 21:22:22.732483,577.7
2019-07-08 21:22:33.363049,577.7
2019-07-08 21:22:44.004585,578.7
2019-07-08 21:22:54.641135,578.7
2019-07-08 21:23:05.279679,578.7
2019-07-08 21:23:15.893290,578.7
2019-07-08 21:23:26.518870,578.7
2019-07-08 21:23:37.120513,578.7
2019-07-08 21:23:47.751078,578.7
2019-07-08 21:23:58.382641,578.7
2019-07-08 21:24:08.982289,579.7
2019-07-08 21:24:19.600887,579.7
2019-07-08 21:24:30.226466,579.7
2019-07-08 21:24:40.847059,579.7
2019-07-08 21:24:51.489593,579.7
2019-07-08 21:25:02.097727,579.7
2019-07-08 21:25:12.706374,580.6
2019-07-08 21:25:23.320961,579.7
2019-07-08 21:25:33.949532,580.6
2019-07-08 21:25:44.562145,580.6
2019-07-08 21:25:55.208668,580.6
2019-07-08 21:26:05.830283,580.6
2019-07-08 21:26:16.491742,580.6
2019-07-08 21:26:27.126297,581.6
2019-07-08 21:26:37.781796,581.6
2019-07-08 21:26:48.446271,581.6
2019-07-08 21:26:59.085813,581.6
2019-07-08 21:27:09.708399,581.6
2019-07-08 21:27:20.347942,581.6
2019-07-08 21:27:31.012417,581.6
2019-07-08 21:27:41.651979,582.6
2019-07-08 21:27:52.296487,582.6
2019-07-08 21:28:02.956972,582.6
2019-07-08 21:28:13.605489,582.6
2019-07-08 21:28:24.245031,582.6
2019-07-08 21:28:34.892573,582.6
2019-07-08 21:28:45.538963,582.6
2019-07-08 21:28:56.184638,582.6
2019-07-08 21:29:06.847119,582.6
2019-07-08 21:29:17.488655,583.6
2019-07-08 21:29:28.156122,583.6
2019-07-08 21:29:38.847525,583.6
2019-07-08 21:29:49.516011,583.6
2019-07-08 21:30:00.138579,583.6
2019-07-08 21:30:10.783127,583.6
2019-07-08 21:30:21.446582,584.6
2019-07-08 21:30:32.078146,584.6
2019-07-08 21:30:42.727660,584.6
2019-07-08 21:30:53.380167,584.6
2019-07-08 21:31:04.017714,584.6
2019-07-08 21:31:14.650274,584.6
2019-07-08 21:31:25.289816,585.5
2019-07-08 21:31:35.964266,585.5
2019-07-08 21:31:46.610789,585.5
2019-07-08 21:31:57.277258,585.5
2019-07-08 21:32:07.935749,585.5
2019-07-08 21:32:18.569307,585.5
2019-07-08 21:32:29.207852,585.5
2019-07-08 21:32:39.880305,585.5
2019-07-08 21:32:50.526828,586.5
2019-07-08 21:33:01.161384,585.5
2019-07-08 21:33:11.806924,586.5
2019-07-08 21:33:22.436477,586.5
2019-07-08 21:33:33.072030,586.5
2019-07-08 21:33:43.725534,586.5
2019-07-08 21:33:54.378041,586.5
2019-07-08 21:34:05.027556,586.5
2019-07-08 21:34:15.664106,587.5
2019-07-08 21:34:26.343540,587.5
2019-07-08 21:34:36.988507,587.5
2019-07-08 21:34:47.627073,587.5
2019-07-08 21:34:58.268609,587.5
2019-07-08 21:35:08.909126,587.5
2019-07-08 21:35:19.557644,588.5
2019-07-08 21:35:30.224113,587.5
2019-07-08 21:35:40.890583,588.5
2019-07-08 21:35:51.539101,588.5
2019-07-08 21:36:02.188637,588.5
2019-07-08 21:36:12.826163,588.5
