time,Temp
2019-07-09 11:54:04.357108,203.085
2019-07-09 11:54:28.820133,202.935
2019-07-09 11:54:29.889273,202.935
2019-07-09 11:54:30.956419,202.935
2019-07-09 11:54:32.009602,202.935
2019-07-09 11:54:33.077918,202.935
2019-07-09 11:54:34.147038,202.935
2019-07-09 11:54:35.190279,202.935
2019-07-09 11:54:36.232460,202.935
2019-07-09 11:54:37.279680,202.935
2019-07-09 11:54:38.353786,202.935
2019-07-09 11:54:39.426915,202.935
2019-07-09 11:54:40.471122,202.935
2019-07-09 11:54:41.517323,202.935
2019-07-09 11:54:42.566545,202.785
2019-07-09 11:54:43.613738,202.935
2019-07-09 11:54:44.659918,202.935
2019-07-09 11:54:45.705122,202.935
2019-07-09 11:54:46.779270,202.785
2019-07-09 11:54:47.859359,202.935
2019-07-09 11:54:48.906558,202.935
2019-07-09 11:54:49.986670,202.935
2019-07-09 11:54:51.036882,202.785
2019-07-09 11:54:52.119985,202.785
2019-07-09 11:54:53.214037,202.785
2019-07-09 11:54:54.298138,202.785
2019-07-09 11:54:55.351320,202.935
2019-07-09 11:54:56.394531,202.785
2019-07-09 11:54:57.434781,202.785
2019-07-09 11:54:58.475963,202.785
2019-07-09 11:54:59.521168,202.785
2019-07-09 11:55:00.590329,202.785
2019-07-09 11:55:01.661443,202.785
2019-07-09 11:55:02.703655,202.935
2019-07-09 11:55:03.747862,202.785
2019-07-09 11:55:04.792068,202.785
2019-07-09 11:55:05.836297,202.785
2019-07-09 11:55:06.879486,202.785
2019-07-09 11:55:07.924711,202.935
2019-07-09 11:55:08.968918,202.785
2019-07-09 11:55:10.016117,202.785
2019-07-09 11:55:11.089226,202.785
2019-07-09 11:55:12.162354,202.935
2019-07-09 11:55:13.236504,202.785
2019-07-09 11:55:14.281714,202.785
2019-07-09 11:55:15.327887,202.785
2019-07-09 11:55:16.375086,202.785
2019-07-09 11:55:17.452206,202.785
2019-07-09 11:55:18.497432,202.785
2019-07-09 11:55:19.546636,202.785
2019-07-09 11:55:20.592826,202.785
2019-07-09 11:55:21.639007,202.785
2019-07-09 11:55:22.687203,202.785
2019-07-09 11:55:23.734423,202.785
2019-07-09 11:55:24.812540,202.635
2019-07-09 11:55:25.895623,202.635
2019-07-09 11:55:26.943818,202.785
2019-07-09 11:56:29.696969,202.635
2019-07-09 11:57:32.606717,202.5
2019-07-09 11:58:35.232962,202.35
2019-07-09 11:59:38.054839,202.05
2019-07-09 12:00:40.468496,202.05
2019-07-09 12:01:42.990283,201.9
2019-07-09 12:02:45.629516,201.76500000000001
2019-07-09 12:03:48.331409,201.615
2019-07-09 12:04:51.124110,201.465
2019-07-09 12:05:54.008781,201.315
2019-07-09 12:06:56.112668,201.03
2019-07-09 12:07:58.322156,201.03
2019-07-09 12:09:00.541471,200.88
2019-07-09 12:10:02.783112,200.73
2019-07-09 12:11:04.991070,200.58
2019-07-09 12:12:07.207184,200.445
2019-07-09 12:13:09.536480,200.295
2019-07-09 12:14:11.768012,200.145
2019-07-09 12:15:14.096299,199.995
2019-07-09 12:16:16.415609,199.995
2019-07-09 12:17:18.839146,199.71
2019-07-09 12:18:21.263477,199.56
2019-07-09 12:19:23.595556,199.41
2019-07-09 12:20:26.032518,199.26
2019-07-09 12:21:28.466522,199.125
2019-07-09 12:22:31.013112,198.975
2019-07-09 12:23:33.549842,198.825
2019-07-09 12:24:35.985165,198.675
2019-07-09 12:25:38.548821,198.675
2019-07-09 12:26:41.066623,198.39
2019-07-09 12:27:43.785855,198.39
2019-07-09 12:28:46.512078,198.09
2019-07-09 12:29:49.143411,198.09
2019-07-09 12:30:51.893255,197.805
2019-07-09 12:31:54.597534,197.805
2019-07-09 12:32:57.413517,197.655
2019-07-09 12:34:00.244459,197.505
2019-07-09 12:35:03.082902,197.355
2019-07-09 12:36:05.925951,197.22
